('<BOS>',)的频次-----86924
('南京市博物馆考古队',)的频次-----1
('古墓',)的频次-----4
('建康',)的频次-----2
('公元２２９年',)的频次-----1
('５８９年',)的频次-----1
('东吴',)的频次-----1
('建都',)的频次-----2
('都城',)的频次-----4
('建业',)的频次-----1
('随葬品',)的频次-----2
('４０分钟',)的频次-----5
('７时３０分',)的频次-----2
('林新',)的频次-----1
('刘心红',)的频次-----1
('主考官',)的频次-----1
('科技部驻英山科技开发团',)的频次-----1
('英山县科委',)的频次-----1
('英山县科委会议室',)的频次-----1
('湖南师大',)的频次-----1
('林芝',)的频次-----4
('山南',)的频次-----5
('姑妈',)的频次-----2
('湖南师大物理系',)的频次-----1
('王德平',)的频次-----1
('西藏大学',)的频次-----3
('４４１名',)的频次-----1
('西藏自治区',)的频次-----27
('那曲',)的频次-----5
('昌都',)的频次-----3
('１３６名',)的频次-----1
('西藏大学９８英语师资班',)的频次-----1
('明玛顿珠',)的频次-----1
('王建新',)的频次-----23
('张忠',)的频次-----28
('入学率',)的频次-----11
('巩固率',)的频次-----3
('汶川县',)的频次-----2
('学龄儿童',)的频次-----5
('９７．２％',)的频次-----1
('９６．５％',)的频次-----1
('２４８９万元',)的频次-----1
('１７３７万元',)的频次-----1
('汶川县委',)的频次-----1
('董纪新',)的频次-----1
('∶',)的频次-----4
('安国市教育局',)的频次-----1
('中小学音美教师培训班',)的频次-----1
('视唱',)的频次-----1
('素描',)的频次-----15
('主心骨',)的频次-----3
('１４００万元',)的频次-----2
('以工补农',)的频次-----1
('６８００万元',)的频次-----1
('优种',)的频次-----1
('挽手',)的频次-----1
('严明',)的频次-----20
('行署农业局',)的频次-----1
('地块',)的频次-----9
('２０００亩',)的频次-----5
('吕梁',)的频次-----4
('２．６',)的频次-----1
('１８００名',)的频次-----3
('九年',)的频次-----16
('义务教育',)的频次-----35
('公办民助',)的频次-----1
('公助',)的频次-----2
('温红彦',)的频次-----9
('国务院办公厅',)的频次-----19
('屏',)的频次-----10
('噪声',)的频次-----15
('９０余米',)的频次-----1
('消音',)的频次-----2
('教化立交桥',)的频次-----1
('哈尔滨工业大学',)的频次-----3
('本纳穆',)的频次-----1
('詹志宏',)的频次-----3
('辜振甫',)的频次-----10
('李亚飞',)的频次-----5
('辜',)的频次-----3
('两地',)的频次-----27
('海基会',)的频次-----5
('两会',)的频次-----12
('海协',)的频次-----2
('海基会董监事团',)的频次-----2
('９月中旬',)的频次-----3
('海峡两岸关系协会',)的频次-----4
('台湾海基会',)的频次-----2
('洪峰',)的频次-----29
('１１．２公里',)的频次-----1
('安乡县',)的频次-----3
('矿泉水',)的频次-----15
('常德市政协',)的频次-----1
('刘良骏',)的频次-----1
('１万瓶',)的频次-----1
('安尤垸子堤',)的频次-----4
('常德市工商局',)的频次-----1
('５０００个',)的频次-----3
('盒饭',)的频次-----6
('郑培民',)的频次-----3
('常德市委',)的频次-----3
('程海波',)的频次-----1
('筑堤',)的频次-----1
('王茂林',)的频次-----3
('杨正午',)的频次-----4
('安乡',)的频次-----3
('险境',)的频次-----4
('２００多亩',)的频次-----1
('２０户',)的频次-----2
('常德市',)的频次-----5
('鼎城区',)的频次-----2
('汉寿县',)的频次-----3
('临澧县',)的频次-----3
('桃源县',)的频次-----1
('津市',)的频次-----3
('１１０００',)的频次-----1
('决口',)的频次-----8
('２６—２７个小时',)的频次-----1
('１２０万立方米',)的频次-----1
('安乡县委',)的频次-----1
('加高',)的频次-----4
('晚９点多钟',)的频次-----2
('安尤垸',)的频次-----1
('垸',)的频次-----2
('安造垸大堤',)的频次-----1
('远近',)的频次-----6
('２８万',)的频次-----2
('１００多亿元',)的频次-----2
('洞庭湖',)的频次-----28
('拉萨市',)的频次-----7
('１３００多名',)的频次-----3
('列确',)的频次-----1
('帕巴拉·格列朗杰',)的频次-----1
('热地',)的频次-----2
('西藏自治区党委',)的频次-----2
('始终不渝',)的频次-----6
('满怀信心',)的频次-----11
('４８万',)的频次-----2
('２７万',)的频次-----3
('农牧民',)的频次-----22
('５１３５元',)的频次-----1
('１０８５元',)的频次-----1
('１２８．６％',)的频次-----1
('５３．７％',)的频次-----1
('援藏',)的频次-----17
('６２项',)的频次-----3
('６６８个',)的频次-----1
('８．８亿元',)的频次-----2
('轮换',)的频次-----7
('受援',)的频次-----6
('６０项',)的频次-----1
('３９．８２亿元',)的频次-----1
('１９９４年７月',)的频次-----4
('本来面目',)的频次-----7
('对等',)的频次-----4
('唐国强',)的频次-----11
('青海省政协',)的频次-----1
('韩应选',)的频次-----1
('团员',)的频次-----50
('西藏自治区政协',)的频次-----1
('高世珍',)的频次-----1
('黄石市',)的频次-----1
('中国地方官员代表团',)的频次-----1
('国际姐妹城协会',)的频次-----1
('第四十二届',)的频次-----1
('塔勒',)的频次-----1
('中国人民解放军海军',)的频次-----2
('石云生',)的频次-----4
('傅全有',)的频次-----44
('以色列海军',)的频次-----1
('亚利克斯·塔勒',)的频次-----1
('环游',)的频次-----3
('王光英',)的频次-----22
('大平正芳',)的频次-----1
('大平裕',)的频次-----1
('日本“中国环游”实行委员会代表团',)的频次-----1
('叶刘淑仪',)的频次-----1
('保安局',)的频次-----2
('免去',)的频次-----19
('入境事务处',)的频次-----1
('于宁',)的频次-----1
('１００多篇',)的频次-----1
('８０多位',)的频次-----3
('中央党校哲学部',)的频次-----1
('人民日报评论部',)的频次-----2
('北京市哲学会',)的频次-----1
('李德民',)的频次-----1
('十一届',)的频次-----97
('三中全会',)的频次-----103
('组织纪律',)的频次-----5
('于永波',)的频次-----17
('留尾巴',)的频次-----2
('含糊',)的频次-----9
('总政治部',)的频次-----12
('高瞻远瞩',)的频次-----13
('高屋建瓴',)的频次-----6
('英明',)的频次-----7
('自省',)的频次-----8
('李继耐',)的频次-----4
('总装备部',)的频次-----6
('暧昧',)的频次-----5
('变色',)的频次-----10
('曹刚川',)的频次-----4
('解放军总装备部',)的频次-----1
('电话会议',)的频次-----13
('海疆',)的频次-----3
('柏耀平',)的频次-----18
('舰长',)的频次-----8
('５４２舰',)的频次-----11
('２００多天',)的频次-----1
('１９９５年夏天',)的频次-----1
('航迹',)的频次-----1
('１９９４年１１月１６日',)的频次-----1
('试航',)的频次-----3
('航次',)的频次-----2
('下水',)的频次-----8
('百例',)的频次-----1
('洪长辉',)的频次-----2
('百万富翁',)的频次-----3
('１００名',)的频次-----15
('陆衔和',)的频次-----1
('广州舰艇学院飞行员舰长班',)的频次-----1
('十多个',)的频次-----8
('护卫舰',)的频次-----2
('７０００海里',)的频次-----1
('马达',)的频次-----1
('欢歌',)的频次-----4
('编队',)的频次-----4
('中国海军',)的频次-----3
('操作台',)的频次-----1
('主机',)的频次-----7
('林志峰',)的频次-----1
('缸',)的频次-----10
('径直',)的频次-----3
('机舱',)的频次-----4
('察看',)的频次-----16
('国威',)的频次-----1
('军威',)的频次-----3
('流利',)的频次-----3
('气魄',)的频次-----14
('干脆利落',)的频次-----3
('５４２新型导弹护卫舰',)的频次-----1
('编入',)的频次-----6
('捏一把汗',)的频次-----5
('决非偶然',)的频次-----2
('斟酌',)的频次-----6
('杨怀庆',)的频次-----1
('大连海军舰艇学院',)的频次-----1
('常委会',)的频次-----27
('驱逐舰',)的频次-----1
('陈万军',)的频次-----1
('通讯员',)的频次-----9
('袁华智',)的频次-----1
('贾昭全',)的频次-----1
('李相元',)的频次-----2
('文化部中国展览交流中心',)的频次-----2
('中国美术馆',)的频次-----24
('软件包',)的频次-----1
('北京微爱电脑集团公司',)的频次-----1
('微爱',)的频次-----1
('宋庆龄故居',)的频次-----1
('开营',)的频次-----5
('固原',)的频次-----3
('回族',)的频次-----21
('固原民族师范学校',)的频次-----2
('营员',)的频次-----2
('９６级',)的频次-----2
('大赛评委会',)的频次-----1
('２０００件',)的频次-----1
('５００余件',)的频次-----2
('北京中国画研究院',)的频次-----1
('１１．６万件',)的频次-----1
('吴坤胜',)的频次-----5
('中国艺术教育促进会',)的频次-----1
('华韵艺术教育发展中心',)的频次-----1
('泸州',)的频次-----1
('灵丹',)的频次-----1
('数据通信',)的频次-----2
('嵌入',)的频次-----3
('微处理器',)的频次-----6
('定时器',)的频次-----1
('心脏起搏器',)的频次-----1
('变种',)的频次-----1
('科技日报社',)的频次-----2
('５个和３８个百分点',)的频次-----1
('国家经贸委信息中心',)的频次-----1
('５１２户',)的频次-----2
('１２０家',)的频次-----2
('经贸委',)的频次-----2
('抽样调查',)的频次-----8
('青光眼',)的频次-----1
('角膜炎',)的频次-----3
('眼压',)的频次-----2
('金黄色',)的频次-----8
('葡萄球菌',)的频次-----1
('脓',)的频次-----1
('杆菌',)的频次-----1
('增殖',)的频次-----5
('脂',)的频次-----3
('过氧化物',)的频次-----2
('药效',)的频次-----3
('麝',)的频次-----5
('明目',)的频次-----7
('ＧＨＰ',)的频次-----1
('眼药',)的频次-----2
('字号',)的频次-----5
('外用',)的频次-----9
('福州市卢镜明中医眼科研究所',)的频次-----1
('眼科医院所',)的频次-----1
('卢隆平',)的频次-----1
('北京同仁医院',)的频次-----3
('８００余家',)的频次-----1
('延用',)的频次-----1
('卢',)的频次-----8
('艾笑',)的频次-----12
('教育部电教办樟木头培训中心',)的频次-----1
('樟木头镇',)的频次-----1
('４３３所',)的频次-----1
('短训班',)的频次-----1
('４０多期',)的频次-----2
('国家教育部电教办樟木头培训中心',)的频次-----1
('丰县',)的频次-----4
('大沙河果园',)的频次-----1
('徐州师范大学',)的频次-----1
('山西日报',)的频次-----4
('长治',)的频次-----4
('１００多家',)的频次-----10
('阳泉',)的频次-----3
('大同',)的频次-----10
('３２篇',)的频次-----1
('１０多天',)的频次-----3
('吃派饭',)的频次-----2
('５０多位',)的频次-----4
('７０多篇',)的频次-----2
('临了',)的频次-----2
('年永杰',)的频次-----1
('半斤',)的频次-----3
('大同矿务局云岗矿',)的频次-----1
('七嘴八舌',)的频次-----4
('长治纤维厂',)的频次-----1
('实意',)的频次-----1
('４月５日',)的频次-----8
('体察',)的频次-----8
('有血有肉',)的频次-----4
('入情入理',)的频次-----3
('没日没夜',)的频次-----4
('太原刚玉集团',)的频次-----2
('甘苦',)的频次-----3
('报效',)的频次-----9
('宋任穷',)的频次-----2
('中国关心下一代工作委员会',)的频次-----2
('王照华',)的频次-----1
('中关工委',)的频次-----1
('切合',)的频次-----8
('大庆市',)的频次-----3
('海岸带',)的频次-----3
('污损',)的频次-----2
('信条',)的频次-----3
('制革',)的频次-----1
('印染',)的频次-----7
('辽河油田',)的频次-----5
('人工岛',)的频次-----1
('原位',)的频次-----1
('潮差',)的频次-----1
('生消',)的频次-----1
('力学',)的频次-----6
('盖州',)的频次-----1
('切入',)的频次-----13
('１９９２年金秋时节',)的频次-----1
('调回',)的频次-----2
('国家海洋环境监测中心暨海洋环境保护研究所',)的频次-----1
('片面性',)的频次-----12
('涉猎',)的频次-----12
('逻辑学',)的频次-----1
('博览群书',)的频次-----5
('历险',)的频次-----2
('雪崩',)的频次-----2
('零下２０摄氏度',)的频次-----1
('寒夜',)的频次-----3
('帐篷',)的频次-----33
('拣',)的频次-----4
('几块',)的频次-----7
('牛粪',)的频次-----1
